ID,Source,Target,Distance,Path
3867,034,105,2,"['034', '001', '105']"
3868,034,106,2,"['034', '001', '106']"
3869,034,107,2,"['034', '001', '107']"
3870,034,108,2,"['034', '001', '108']"
3871,034,109,2,"['034', '001', '109']"
3872,034,110,2,"['034', '001', '110']"
3873,034,111,2,"['034', '001', '111']"
3874,034,112,2,"['034', '001', '112']"
3875,034,113,2,"['034', '001', '113']"
3876,034,114,2,"['034', '001', '114']"
3877,035,001,1,"['035', '001']"
3878,035,002,1,"['035', '002']"
3879,035,003,2,"['035', '001', '003']"
3880,035,004,2,"['035', '001', '004']"
3881,035,005,2,"['035', '001', '005']"
3882,035,006,2,"['035', '001', '006']"
3883,035,007,1,"['035', '007']"
3884,035,008,2,"['035', '001', '008']"
3885,035,009,2,"['035', '001', '009']"
3886,035,010,2,"['035', '001', '010']"
3887,035,011,2,"['035', '001', '011']"
3888,035,012,2,"['035', '001', '012']"
3889,035,013,1,"['035', '013']"
3890,035,014,3,"['035', '001', '004', '014']"
3891,035,015,2,"['035', '001', '015']"
3892,035,016,2,"['035', '001', '016']"
3893,035,017,2,"['035', '001', '017']"
3894,035,018,2,"['035', '001', '018']"
3895,035,019,2,"['035', '001', '019']"
3896,035,020,2,"['035', '001', '020']"
3897,035,021,2,"['035', '001', '021']"
3898,035,022,2,"['035', '001', '022']"
3899,035,023,2,"['035', '001', '023']"
3900,035,024,2,"['035', '001', '024']"
3901,035,025,2,"['035', '001', '025']"
3902,035,026,2,"['035', '001', '026']"
3903,035,027,2,"['035', '001', '027']"
3904,035,028,2,"['035', '001', '028']"
3905,035,029,2,"['035', '001', '029']"
3906,035,030,2,"['035', '001', '030']"
3907,035,031,2,"['035', '001', '031']"
3908,035,032,2,"['035', '001', '032']"
3909,035,033,2,"['035', '001', '033']"
3910,035,034,1,"['035', '034']"
3911,035,035,0,['035']
3912,035,036,1,"['035', '036']"
3913,035,037,1,"['035', '037']"
3914,035,038,2,"['035', '001', '038']"
3915,035,039,2,"['035', '001', '039']"
3916,035,040,3,"['035', '001', '004', '040']"
3917,035,041,2,"['035', '001', '041']"
3918,035,042,2,"['035', '001', '042']"
3919,035,043,2,"['035', '001', '043']"
3920,035,044,2,"['035', '001', '044']"
3921,035,045,2,"['035', '001', '045']"
3922,035,046,2,"['035', '001', '046']"
3923,035,047,2,"['035', '001', '047']"
3924,035,048,2,"['035', '001', '048']"
3925,035,049,2,"['035', '001', '049']"
3926,035,050,3,"['035', '001', '009', '050']"
3927,035,051,2,"['035', '001', '051']"
3928,035,052,2,"['035', '001', '052']"
3929,035,053,2,"['035', '001', '053']"
3930,035,054,2,"['035', '001', '054']"
3931,035,055,2,"['035', '001', '055']"
3932,035,056,2,"['035', '001', '056']"
3933,035,057,2,"['035', '001', '057']"
3934,035,058,2,"['035', '001', '058']"
3935,035,059,2,"['035', '001', '059']"
3936,035,060,2,"['035', '001', '060']"
3937,035,061,2,"['035', '001', '061']"
3938,035,062,2,"['035', '001', '062']"
3939,035,063,3,"['035', '001', '003', '063']"
3940,035,064,2,"['035', '001', '064']"
3941,035,065,2,"['035', '001', '065']"
3942,035,066,2,"['035', '001', '066']"
3943,035,067,2,"['035', '001', '067']"
3944,035,068,2,"['035', '001', '068']"
3945,035,069,2,"['035', '001', '069']"
3946,035,070,2,"['035', '001', '070']"
3947,035,071,2,"['035', '001', '071']"
3948,035,072,3,"['035', '001', '004', '072']"
3949,035,073,2,"['035', '001', '073']"
3950,035,074,2,"['035', '001', '074']"
3951,035,075,2,"['035', '001', '075']"
3952,035,076,2,"['035', '001', '076']"
3953,035,077,2,"['035', '001', '077']"
3954,035,078,2,"['035', '001', '078']"
3955,035,079,2,"['035', '001', '079']"
3956,035,080,2,"['035', '001', '080']"
3957,035,081,2,"['035', '001', '081']"
3958,035,082,2,"['035', '001', '082']"
3959,035,083,2,"['035', '001', '083']"
3960,035,084,2,"['035', '001', '084']"
3961,035,085,3,"['035', '001', '009', '085']"
3962,035,086,2,"['035', '001', '086']"
3963,035,087,2,"['035', '001', '087']"
3964,035,088,2,"['035', '001', '088']"
3965,035,089,2,"['035', '001', '089']"
3966,035,090,2,"['035', '001', '090']"
3967,035,091,2,"['035', '001', '091']"
3968,035,092,2,"['035', '001', '092']"
3969,035,093,2,"['035', '001', '093']"
3970,035,094,2,"['035', '001', '094']"
3971,035,095,2,"['035', '001', '095']"
3972,035,096,3,"['035', '001', '004', '096']"
3973,035,097,3,"['035', '001', '004', '097']"
3974,035,098,3,"['035', '001', '003', '098']"
3975,035,099,3,"['035', '001', '003', '099']"
3976,035,100,3,"['035', '001', '003', '100']"
3977,035,101,3,"['035', '001', '003', '101']"
3978,035,102,3,"['035', '001', '003', '102']"
3979,035,103,2,"['035', '001', '103']"
3980,035,104,2,"['035', '001', '104']"
3981,035,105,2,"['035', '001', '105']"
3982,035,106,2,"['035', '001', '106']"
3983,035,107,2,"['035', '001', '107']"
3984,035,108,2,"['035', '001', '108']"
3985,035,109,2,"['035', '001', '109']"
3986,035,110,2,"['035', '001', '110']"
3987,035,111,2,"['035', '001', '111']"
3988,035,112,2,"['035', '001', '112']"
3989,035,113,2,"['035', '001', '113']"
3990,035,114,2,"['035', '001', '114']"
3991,036,001,1,"['036', '001']"
3992,036,002,1,"['036', '002']"
3993,036,003,2,"['036', '001', '003']"
3994,036,004,2,"['036', '001', '004']"
3995,036,005,2,"['036', '001', '005']"
3996,036,006,2,"['036', '001', '006']"
3997,036,007,1,"['036', '007']"
3998,036,008,2,"['036', '001', '008']"
3999,036,009,2,"['036', '001', '009']"
4000,036,010,2,"['036', '001', '010']"
4001,036,011,2,"['036', '001', '011']"
4002,036,012,2,"['036', '001', '012']"
4003,036,013,1,"['036', '013']"
4004,036,014,3,"['036', '001', '004', '014']"
4005,036,015,2,"['036', '001', '015']"
4006,036,016,2,"['036', '001', '016']"
4007,036,017,2,"['036', '001', '017']"
4008,036,018,2,"['036', '001', '018']"
4009,036,019,2,"['036', '001', '019']"
4010,036,020,2,"['036', '001', '020']"
4011,036,021,2,"['036', '001', '021']"
4012,036,022,2,"['036', '001', '022']"
4013,036,023,2,"['036', '001', '023']"
4014,036,024,2,"['036', '001', '024']"
4015,036,025,2,"['036', '001', '025']"
4016,036,026,2,"['036', '001', '026']"
4017,036,027,2,"['036', '001', '027']"
4018,036,028,2,"['036', '001', '028']"
4019,036,029,2,"['036', '001', '029']"
4020,036,030,2,"['036', '001', '030']"
4021,036,031,2,"['036', '001', '031']"
4022,036,032,2,"['036', '001', '032']"
4023,036,033,2,"['036', '001', '033']"
4024,036,034,1,"['036', '034']"
4025,036,035,1,"['036', '035']"
4026,036,036,0,['036']
4027,036,037,1,"['036', '037']"
4028,036,038,2,"['036', '001', '038']"
4029,036,039,2,"['036', '001', '039']"
4030,036,040,3,"['036', '001', '004', '040']"
4031,036,041,2,"['036', '001', '041']"
4032,036,042,2,"['036', '001', '042']"
4033,036,043,2,"['036', '001', '043']"
4034,036,044,2,"['036', '001', '044']"
4035,036,045,2,"['036', '001', '045']"
4036,036,046,2,"['036', '001', '046']"
4037,036,047,2,"['036', '001', '047']"
4038,036,048,2,"['036', '001', '048']"
4039,036,049,2,"['036', '001', '049']"
4040,036,050,3,"['036', '001', '009', '050']"
4041,036,051,2,"['036', '001', '051']"
4042,036,052,2,"['036', '001', '052']"
4043,036,053,2,"['036', '001', '053']"
4044,036,054,2,"['036', '001', '054']"
4045,036,055,2,"['036', '001', '055']"
4046,036,056,2,"['036', '001', '056']"
4047,036,057,2,"['036', '001', '057']"
4048,036,058,2,"['036', '001', '058']"
4049,036,059,2,"['036', '001', '059']"
4050,036,060,2,"['036', '001', '060']"
4051,036,061,2,"['036', '001', '061']"
4052,036,062,2,"['036', '001', '062']"
4053,036,063,3,"['036', '001', '003', '063']"
4054,036,064,2,"['036', '001', '064']"
4055,036,065,2,"['036', '001', '065']"
4056,036,066,2,"['036', '001', '066']"
4057,036,067,2,"['036', '001', '067']"
4058,036,068,2,"['036', '001', '068']"
4059,036,069,2,"['036', '001', '069']"
4060,036,070,2,"['036', '001', '070']"
4061,036,071,2,"['036', '001', '071']"
4062,036,072,3,"['036', '001', '004', '072']"
4063,036,073,2,"['036', '001', '073']"
4064,036,074,2,"['036', '001', '074']"
4065,036,075,2,"['036', '001', '075']"
4066,036,076,2,"['036', '001', '076']"
4067,036,077,2,"['036', '001', '077']"
4068,036,078,2,"['036', '001', '078']"
4069,036,079,2,"['036', '001', '079']"
4070,036,080,2,"['036', '001', '080']"
4071,036,081,2,"['036', '001', '081']"
4072,036,082,2,"['036', '001', '082']"
4073,036,083,2,"['036', '001', '083']"
4074,036,084,2,"['036', '001', '084']"
4075,036,085,3,"['036', '001', '009', '085']"
4076,036,086,2,"['036', '001', '086']"
4077,036,087,2,"['036', '001', '087']"
4078,036,088,2,"['036', '001', '088']"
4079,036,089,2,"['036', '001', '089']"
4080,036,090,2,"['036', '001', '090']"
4081,036,091,2,"['036', '001', '091']"
4082,036,092,2,"['036', '001', '092']"
4083,036,093,2,"['036', '001', '093']"
4084,036,094,2,"['036', '001', '094']"
4085,036,095,2,"['036', '001', '095']"
4086,036,096,3,"['036', '001', '004', '096']"
4087,036,097,3,"['036', '001', '004', '097']"
4088,036,098,3,"['036', '001', '003', '098']"
4089,036,099,3,"['036', '001', '003', '099']"
4090,036,100,3,"['036', '001', '003', '100']"
4091,036,101,3,"['036', '001', '003', '101']"
4092,036,102,3,"['036', '001', '003', '102']"
4093,036,103,2,"['036', '001', '103']"
4094,036,104,2,"['036', '001', '104']"
4095,036,105,2,"['036', '001', '105']"
4096,036,106,2,"['036', '001', '106']"
4097,036,107,2,"['036', '001', '107']"
4098,036,108,2,"['036', '001', '108']"
4099,036,109,2,"['036', '001', '109']"
4100,036,110,2,"['036', '001', '110']"
4101,036,111,2,"['036', '001', '111']"
4102,036,112,2,"['036', '001', '112']"
4103,036,113,2,"['036', '001', '113']"
4104,036,114,2,"['036', '001', '114']"
4105,037,001,1,"['037', '001']"
4106,037,002,1,"['037', '002']"
4107,037,003,2,"['037', '001', '003']"
4108,037,004,2,"['037', '001', '004']"
4109,037,005,2,"['037', '001', '005']"
4110,037,006,2,"['037', '001', '006']"
4111,037,007,1,"['037', '007']"
4112,037,008,2,"['037', '001', '008']"
4113,037,009,2,"['037', '001', '009']"
4114,037,010,2,"['037', '001', '010']"
4115,037,011,2,"['037', '001', '011']"
4116,037,012,2,"['037', '001', '012']"
4117,037,013,1,"['037', '013']"
4118,037,014,3,"['037', '001', '004', '014']"
4119,037,015,2,"['037', '001', '015']"
4120,037,016,2,"['037', '001', '016']"
4121,037,017,2,"['037', '001', '017']"
4122,037,018,2,"['037', '001', '018']"
4123,037,019,2,"['037', '001', '019']"
4124,037,020,2,"['037', '001', '020']"
4125,037,021,2,"['037', '001', '021']"
4126,037,022,2,"['037', '001', '022']"
4127,037,023,2,"['037', '001', '023']"
4128,037,024,2,"['037', '001', '024']"
4129,037,025,2,"['037', '001', '025']"
4130,037,026,2,"['037', '001', '026']"
4131,037,027,2,"['037', '001', '027']"
4132,037,028,2,"['037', '001', '028']"
4133,037,029,2,"['037', '001', '029']"
4134,037,030,2,"['037', '001', '030']"
4135,037,031,2,"['037', '001', '031']"
4136,037,032,2,"['037', '001', '032']"
4137,037,033,2,"['037', '001', '033']"
4138,037,034,1,"['037', '034']"
4139,037,035,1,"['037', '035']"
4140,037,036,1,"['037', '036']"
4141,037,037,0,['037']
4142,037,038,2,"['037', '001', '038']"
4143,037,039,2,"['037', '001', '039']"
4144,037,040,3,"['037', '001', '004', '040']"
4145,037,041,2,"['037', '001', '041']"
4146,037,042,2,"['037', '001', '042']"
4147,037,043,2,"['037', '001', '043']"
4148,037,044,2,"['037', '001', '044']"
4149,037,045,2,"['037', '001', '045']"
4150,037,046,2,"['037', '001', '046']"
4151,037,047,2,"['037', '001', '047']"
4152,037,048,2,"['037', '001', '048']"
4153,037,049,2,"['037', '001', '049']"
4154,037,050,3,"['037', '001', '009', '050']"
4155,037,051,2,"['037', '001', '051']"
4156,037,052,2,"['037', '001', '052']"
4157,037,053,2,"['037', '001', '053']"
4158,037,054,2,"['037', '001', '054']"
4159,037,055,2,"['037', '001', '055']"
4160,037,056,2,"['037', '001', '056']"
4161,037,057,2,"['037', '001', '057']"
4162,037,058,2,"['037', '001', '058']"
4163,037,059,2,"['037', '001', '059']"
4164,037,060,2,"['037', '001', '060']"
4165,037,061,2,"['037', '001', '061']"
4166,037,062,2,"['037', '001', '062']"
4167,037,063,3,"['037', '001', '003', '063']"
4168,037,064,2,"['037', '001', '064']"
4169,037,065,2,"['037', '001', '065']"
4170,037,066,2,"['037', '001', '066']"
4171,037,067,2,"['037', '001', '067']"
4172,037,068,2,"['037', '001', '068']"
4173,037,069,2,"['037', '001', '069']"
4174,037,070,2,"['037', '001', '070']"
4175,037,071,2,"['037', '001', '071']"
4176,037,072,3,"['037', '001', '004', '072']"
4177,037,073,2,"['037', '001', '073']"
4178,037,074,2,"['037', '001', '074']"
4179,037,075,2,"['037', '001', '075']"
4180,037,076,2,"['037', '001', '076']"
4181,037,077,2,"['037', '001', '077']"
4182,037,078,2,"['037', '001', '078']"
4183,037,079,2,"['037', '001', '079']"
4184,037,080,2,"['037', '001', '080']"
4185,037,081,2,"['037', '001', '081']"
4186,037,082,2,"['037', '001', '082']"
4187,037,083,2,"['037', '001', '083']"
4188,037,084,2,"['037', '001', '084']"
4189,037,085,3,"['037', '001', '009', '085']"
4190,037,086,2,"['037', '001', '086']"
4191,037,087,2,"['037', '001', '087']"
4192,037,088,2,"['037', '001', '088']"
4193,037,089,2,"['037', '001', '089']"
4194,037,090,2,"['037', '001', '090']"
4195,037,091,2,"['037', '001', '091']"
4196,037,092,2,"['037', '001', '092']"
4197,037,093,2,"['037', '001', '093']"
4198,037,094,2,"['037', '001', '094']"
4199,037,095,2,"['037', '001', '095']"
4200,037,096,3,"['037', '001', '004', '096']"
4201,037,097,3,"['037', '001', '004', '097']"
4202,037,098,3,"['037', '001', '003', '098']"
4203,037,099,3,"['037', '001', '003', '099']"
4204,037,100,3,"['037', '001', '003', '100']"
4205,037,101,3,"['037', '001', '003', '101']"
4206,037,102,3,"['037', '001', '003', '102']"
4207,037,103,2,"['037', '001', '103']"
4208,037,104,2,"['037', '001', '104']"
4209,037,105,2,"['037', '001', '105']"
4210,037,106,2,"['037', '001', '106']"
4211,037,107,2,"['037', '001', '107']"
4212,037,108,2,"['037', '001', '108']"
4213,037,109,2,"['037', '001', '109']"
4214,037,110,2,"['037', '001', '110']"
4215,037,111,2,"['037', '001', '111']"
4216,037,112,2,"['037', '001', '112']"
4217,037,113,2,"['037', '001', '113']"
4218,037,114,2,"['037', '001', '114']"
4219,038,001,1,"['038', '001']"
4220,038,002,2,"['038', '001', '002']"
4221,038,003,1,"['038', '003']"
4222,038,004,1,"['038', '004']"
4223,038,005,2,"['038', '001', '005']"
4224,038,006,2,"['038', '001', '006']"
4225,038,007,2,"['038', '001', '007']"
4226,038,008,2,"['038', '001', '008']"
4227,038,009,2,"['038', '001', '009']"
4228,038,010,2,"['038', '001', '010']"
4229,038,011,2,"['038', '001', '011']"
4230,038,012,2,"['038', '001', '012']"
4231,038,013,2,"['038', '001', '013']"
4232,038,014,2,"['038', '004', '014']"
4233,038,015,2,"['038', '001', '015']"
4234,038,016,2,"['038', '001', '016']"
4235,038,017,2,"['038', '001', '017']"
4236,038,018,2,"['038', '001', '018']"
4237,038,019,2,"['038', '001', '019']"
4238,038,020,2,"['038', '001', '020']"
4239,038,021,2,"['038', '001', '021']"
4240,038,022,2,"['038', '001', '022']"
4241,038,023,2,"['038', '001', '023']"
4242,038,024,2,"['038', '001', '024']"
4243,038,025,2,"['038', '001', '025']"
4244,038,026,2,"['038', '001', '026']"
4245,038,027,2,"['038', '001', '027']"
4246,038,028,2,"['038', '001', '028']"
4247,038,029,2,"['038', '001', '029']"
4248,038,030,2,"['038', '001', '030']"
4249,038,031,2,"['038', '001', '031']"
4250,038,032,2,"['038', '001', '032']"
4251,038,033,2,"['038', '001', '033']"
4252,038,034,2,"['038', '001', '034']"
4253,038,035,2,"['038', '001', '035']"
4254,038,036,2,"['038', '001', '036']"
4255,038,037,2,"['038', '001', '037']"
4256,038,038,0,['038']
4257,038,039,2,"['038', '001', '039']"
4258,038,040,2,"['038', '004', '040']"
4259,038,041,2,"['038', '001', '041']"
4260,038,042,2,"['038', '001', '042']"
4261,038,043,2,"['038', '001', '043']"
4262,038,044,2,"['038', '001', '044']"
4263,038,045,2,"['038', '001', '045']"
4264,038,046,2,"['038', '001', '046']"
4265,038,047,2,"['038', '001', '047']"
4266,038,048,2,"['038', '001', '048']"
4267,038,049,2,"['038', '001', '049']"
4268,038,050,3,"['038', '001', '009', '050']"
4269,038,051,2,"['038', '001', '051']"
4270,038,052,2,"['038', '001', '052']"
4271,038,053,2,"['038', '001', '053']"
4272,038,054,2,"['038', '001', '054']"
4273,038,055,2,"['038', '001', '055']"
4274,038,056,2,"['038', '001', '056']"
4275,038,057,2,"['038', '001', '057']"
4276,038,058,2,"['038', '001', '058']"
4277,038,059,2,"['038', '001', '059']"
4278,038,060,2,"['038', '001', '060']"
4279,038,061,2,"['038', '001', '061']"
4280,038,062,2,"['038', '001', '062']"
4281,038,063,2,"['038', '003', '063']"
4282,038,064,2,"['038', '001', '064']"
4283,038,065,2,"['038', '001', '065']"
4284,038,066,2,"['038', '001', '066']"
4285,038,067,2,"['038', '001', '067']"
4286,038,068,2,"['038', '001', '068']"
4287,038,069,2,"['038', '001', '069']"
4288,038,070,2,"['038', '001', '070']"
4289,038,071,2,"['038', '001', '071']"
4290,038,072,2,"['038', '004', '072']"
4291,038,073,2,"['038', '001', '073']"
4292,038,074,2,"['038', '001', '074']"
4293,038,075,2,"['038', '001', '075']"
4294,038,076,2,"['038', '001', '076']"
4295,038,077,2,"['038', '001', '077']"
4296,038,078,2,"['038', '001', '078']"
4297,038,079,2,"['038', '001', '079']"
4298,038,080,2,"['038', '001', '080']"
4299,038,081,2,"['038', '001', '081']"
4300,038,082,2,"['038', '001', '082']"
4301,038,083,2,"['038', '001', '083']"
4302,038,084,2,"['038', '001', '084']"
4303,038,085,3,"['038', '001', '009', '085']"
4304,038,086,2,"['038', '001', '086']"
4305,038,087,2,"['038', '001', '087']"
4306,038,088,2,"['038', '001', '088']"
4307,038,089,2,"['038', '001', '089']"
4308,038,090,2,"['038', '001', '090']"
4309,038,091,2,"['038', '001', '091']"
4310,038,092,2,"['038', '001', '092']"
4311,038,093,2,"['038', '001', '093']"
4312,038,094,2,"['038', '001', '094']"
4313,038,095,2,"['038', '001', '095']"
4314,038,096,2,"['038', '004', '096']"
4315,038,097,2,"['038', '004', '097']"
4316,038,098,2,"['038', '003', '098']"
4317,038,099,2,"['038', '003', '099']"
4318,038,100,2,"['038', '003', '100']"
4319,038,101,2,"['038', '003', '101']"
4320,038,102,2,"['038', '003', '102']"
4321,038,103,2,"['038', '001', '103']"
4322,038,104,2,"['038', '001', '104']"
4323,038,105,2,"['038', '001', '105']"
4324,038,106,2,"['038', '001', '106']"
4325,038,107,2,"['038', '001', '107']"
4326,038,108,2,"['038', '001', '108']"
4327,038,109,2,"['038', '001', '109']"
4328,038,110,2,"['038', '001', '110']"
4329,038,111,2,"['038', '001', '111']"
4330,038,112,2,"['038', '001', '112']"
4331,038,113,2,"['038', '001', '113']"
4332,038,114,2,"['038', '001', '114']"
4333,039,001,1,"['039', '001']"
4334,039,002,2,"['039', '001', '002']"
4335,039,003,2,"['039', '001', '003']"
4336,039,004,1,"['039', '004']"
4337,039,005,2,"['039', '001', '005']"
4338,039,006,2,"['039', '001', '006']"
4339,039,007,2,"['039', '001', '007']"
4340,039,008,1,"['039', '008']"
4341,039,009,1,"['039', '009']"
4342,039,010,2,"['039', '001', '010']"
4343,039,011,2,"['039', '001', '011']"
4344,039,012,1,"['039', '012']"
4345,039,013,2,"['039', '001', '013']"
4346,039,014,2,"['039', '004', '014']"
4347,039,015,2,"['039', '001', '015']"
4348,039,016,2,"['039', '001', '016']"
4349,039,017,2,"['039', '001', '017']"
4350,039,018,2,"['039', '001', '018']"
4351,039,019,2,"['039', '001', '019']"
4352,039,020,2,"['039', '001', '020']"
4353,039,021,2,"['039', '001', '021']"
4354,039,022,2,"['039', '001', '022']"
4355,039,023,2,"['039', '001', '023']"
4356,039,024,2,"['039', '001', '024']"
4357,039,025,2,"['039', '001', '025']"
4358,039,026,2,"['039', '001', '026']"
4359,039,027,2,"['039', '001', '027']"
4360,039,028,2,"['039', '001', '028']"
4361,039,029,2,"['039', '001', '029']"
4362,039,030,2,"['039', '001', '030']"
4363,039,031,2,"['039', '001', '031']"
4364,039,032,2,"['039', '001', '032']"
4365,039,033,2,"['039', '001', '033']"
4366,039,034,2,"['039', '001', '034']"
4367,039,035,2,"['039', '001', '035']"
4368,039,036,2,"['039', '001', '036']"
4369,039,037,2,"['039', '001', '037']"
4370,039,038,2,"['039', '001', '038']"
4371,039,039,0,['039']
4372,039,040,1,"['039', '040']"
4373,039,041,2,"['039', '001', '041']"
4374,039,042,1,"['039', '042']"
4375,039,043,1,"['039', '043']"
4376,039,044,1,"['039', '044']"
4377,039,045,1,"['039', '045']"
4378,039,046,1,"['039', '046']"
4379,039,047,1,"['039', '047']"
4380,039,048,2,"['039', '001', '048']"
4381,039,049,2,"['039', '001', '049']"
4382,039,050,2,"['039', '009', '050']"
4383,039,051,2,"['039', '001', '051']"
4384,039,052,2,"['039', '001', '052']"
4385,039,053,2,"['039', '001', '053']"
4386,039,054,2,"['039', '001', '054']"
4387,039,055,2,"['039', '001', '055']"
4388,039,056,2,"['039', '001', '056']"
4389,039,057,2,"['039', '001', '057']"
4390,039,058,2,"['039', '001', '058']"
4391,039,059,2,"['039', '001', '059']"
4392,039,060,2,"['039', '001', '060']"
4393,039,061,2,"['039', '001', '061']"
4394,039,062,2,"['039', '001', '062']"
4395,039,063,3,"['039', '001', '003', '063']"
4396,039,064,2,"['039', '001', '064']"
4397,039,065,2,"['039', '001', '065']"
4398,039,066,2,"['039', '001', '066']"
4399,039,067,2,"['039', '001', '067']"
4400,039,068,2,"['039', '001', '068']"
4401,039,069,2,"['039', '001', '069']"
4402,039,070,2,"['039', '001', '070']"
4403,039,071,2,"['039', '001', '071']"
4404,039,072,2,"['039', '004', '072']"
4405,039,073,2,"['039', '001', '073']"
4406,039,074,2,"['039', '001', '074']"
4407,039,075,2,"['039', '001', '075']"
4408,039,076,2,"['039', '001', '076']"
4409,039,077,2,"['039', '001', '077']"
4410,039,078,2,"['039', '001', '078']"
4411,039,079,2,"['039', '001', '079']"
4412,039,080,2,"['039', '001', '080']"
4413,039,081,2,"['039', '001', '081']"
4414,039,082,2,"['039', '001', '082']"
4415,039,083,2,"['039', '001', '083']"
4416,039,084,2,"['039', '001', '084']"
4417,039,085,2,"['039', '009', '085']"
4418,039,086,2,"['039', '001', '086']"
4419,039,087,2,"['039', '001', '087']"
4420,039,088,2,"['039', '001', '088']"
4421,039,089,2,"['039', '001', '089']"
4422,039,090,2,"['039', '001', '090']"
4423,039,091,2,"['039', '001', '091']"
4424,039,092,2,"['039', '001', '092']"
4425,039,093,2,"['039', '001', '093']"
4426,039,094,2,"['039', '001', '094']"
4427,039,095,2,"['039', '001', '095']"
4428,039,096,1,"['039', '096']"
4429,039,097,2,"['039', '004', '097']"
4430,039,098,2,"['039', '004', '098']"
4431,039,099,3,"['039', '001', '003', '099']"
4432,039,100,3,"['039', '001', '003', '100']"
4433,039,101,2,"['039', '004', '101']"
4434,039,102,2,"['039', '004', '102']"
4435,039,103,2,"['039', '001', '103']"
4436,039,104,2,"['039', '001', '104']"
4437,039,105,2,"['039', '001', '105']"
4438,039,106,2,"['039', '001', '106']"
4439,039,107,2,"['039', '001', '107']"
4440,039,108,2,"['039', '001', '108']"
4441,039,109,2,"['039', '001', '109']"
4442,039,110,2,"['039', '001', '110']"
4443,039,111,2,"['039', '001', '111']"
4444,039,112,2,"['039', '001', '112']"
4445,039,113,2,"['039', '001', '113']"
4446,039,114,2,"['039', '001', '114']"
4447,040,001,2,"['040', '004', '001']"
4448,040,002,2,"['040', '004', '002']"
4449,040,003,2,"['040', '004', '003']"
4450,040,004,1,"['040', '004']"
4451,040,005,3,"['040', '004', '001', '005']"
4452,040,006,3,"['040', '004', '001', '006']"
4453,040,007,2,"['040', '004', '007']"
4454,040,008,2,"['040', '009', '008']"
4455,040,009,1,"['040', '009']"
4456,040,010,2,"['040', '004', '010']"
4457,040,011,3,"['040', '004', '001', '011']"
4458,040,012,2,"['040', '009', '012']"
4459,040,013,2,"['040', '004', '013']"
4460,040,014,2,"['040', '004', '014']"
4461,040,015,3,"['040', '004', '001', '015']"
4462,040,016,2,"['040', '004', '016']"
4463,040,017,3,"['040', '004', '001', '017']"
4464,040,018,3,"['040', '004', '001', '018']"
4465,040,019,3,"['040', '004', '001', '019']"
4466,040,020,3,"['040', '004', '001', '020']"
4467,040,021,3,"['040', '004', '001', '021']"
4468,040,022,2,"['040', '004', '022']"
4469,040,023,3,"['040', '004', '001', '023']"
4470,040,024,3,"['040', '004', '001', '024']"
4471,040,025,3,"['040', '004', '001', '025']"
4472,040,026,3,"['040', '004', '001', '026']"
4473,040,027,3,"['040', '004', '001', '027']"
4474,040,028,3,"['040', '004', '001', '028']"
4475,040,029,2,"['040', '004', '029']"
4476,040,030,3,"['040', '004', '001', '030']"
4477,040,031,3,"['040', '004', '001', '031']"
4478,040,032,3,"['040', '004', '001', '032']"
4479,040,033,3,"['040', '004', '001', '033']"
4480,040,034,3,"['040', '004', '001', '034']"
4481,040,035,3,"['040', '004', '001', '035']"
4482,040,036,3,"['040', '004', '001', '036']"
4483,040,037,3,"['040', '004', '001', '037']"
4484,040,038,2,"['040', '004', '038']"
4485,040,039,1,"['040', '039']"
4486,040,040,0,['040']
4487,040,041,3,"['040', '004', '001', '041']"
4488,040,042,2,"['040', '009', '042']"
4489,040,043,2,"['040', '039', '043']"
4490,040,044,2,"['040', '039', '044']"
4491,040,045,2,"['040', '009', '045']"
4492,040,046,2,"['040', '009', '046']"
4493,040,047,2,"['040', '009', '047']"
4494,040,048,3,"['040', '004', '001', '048']"
4495,040,049,3,"['040', '004', '001', '049']"
4496,040,050,2,"['040', '009', '050']"
4497,040,051,3,"['040', '004', '001', '051']"
4498,040,052,3,"['040', '004', '001', '052']"
4499,040,053,3,"['040', '004', '001', '053']"
4500,040,054,3,"['040', '004', '001', '054']"
4501,040,055,3,"['040', '004', '001', '055']"
4502,040,056,3,"['040', '004', '001', '056']"
4503,040,057,3,"['040', '004', '001', '057']"
4504,040,058,2,"['040', '004', '058']"
4505,040,059,2,"['040', '004', '059']"
4506,040,060,2,"['040', '004', '060']"
4507,040,061,2,"['040', '004', '061']"
4508,040,062,2,"['040', '009', '062']"
4509,040,063,3,"['040', '004', '003', '063']"
4510,040,064,2,"['040', '004', '064']"
4511,040,065,3,"['040', '004', '001', '065']"
4512,040,066,3,"['040', '004', '001', '066']"
4513,040,067,3,"['040', '004', '001', '067']"
4514,040,068,3,"['040', '004', '001', '068']"
4515,040,069,3,"['040', '004', '001', '069']"
4516,040,070,3,"['040', '004', '001', '070']"
4517,040,071,3,"['040', '004', '001', '071']"
4518,040,072,2,"['040', '004', '072']"
4519,040,073,3,"['040', '004', '001', '073']"
4520,040,074,3,"['040', '004', '001', '074']"
4521,040,075,2,"['040', '004', '075']"
4522,040,076,3,"['040', '004', '001', '076']"
4523,040,077,3,"['040', '004', '001', '077']"
4524,040,078,3,"['040', '004', '001', '078']"
4525,040,079,3,"['040', '004', '001', '079']"
4526,040,080,3,"['040', '004', '001', '080']"
